6.859181,11.616089,8.679978
6.672716,10.641727,8.834358
6.544178,12.0932,9.54563
3.863962,7.405843,15.253751
4.750901,6.988222,15.485485
3.888043,8.081428,14.538174
3.756189,4.672001,10.999825
3.053287,5.387104,11.07182
4.024312,4.280331,11.865922
3.31773,14.306087,9.583776
4.351428,14.390265,9.472
3.00721,15.259655,9.382855
5.966846,7.584829,3.652401
5.060909,7.599231,3.222217
6.156248,8.434937,4.119614
3.112766,9.561262,13.858484
2.333955,10.217102,13.813148
3.83711,9.721274,13.209189
12.271706,11.427343,9.405389
11.633664,11.879633,10.011701
12.522391,11.994503,8.637733
10.208891,3.999368,0.97288
10.02427,4.962743,0.877359
11.172583,3.826747,0.678343
0.746427,10.580566,12.974672
0.58536,10.153199,12.054121
0.016043,11.245189,13.096043
12.764828,1.817473,11.627433
12.264405,1.18557,10.977405
12.656705,2.692929,11.088932
2.256323,9.014114,5.767931
2.180553,9.51551,4.933708
2.925371,9.564132,6.292491
1.99298,7.119549,8.514722
2.351571,7.854597,8.988866
2.574347,6.806078,7.738533
10.116953,10.369809,13.027817
10.360484,9.421122,13.354903
9.26994,10.294671,12.602056
13.332896,4.24359,10.193548
12.643459,4.760203,9.694126
14.264642,4.307377,9.710171
13.206233,4.17045,0.195697
13.337586,4.26603,14.826275
13.315093,5.109558,0.521045
1.532351,14.03872,12.469589
1.544776,13.153437,11.95403
0.878916,14.660588,11.97855
11.690333,0.915186,8.930734
12.632167,1.160832,8.636402
11.361818,0.395337,8.118302
8.102092,12.842878,12.983111
7.423297,13.051655,13.686039
8.886767,12.453182,13.436934
1.087474,2.972743,14.887652
1.279437,3.98964,14.628071
0.489226,2.669081,14.164909
6.640412,13.99708,3.074228
6.914421,14.426841,3.943021
6.059829,13.177386,3.128531
5.691726,1.397533,14.148499
6.635404,1.570356,13.877637
5.647176,0.952643,15.089463
1.054881,12.667323,7.320067
1.934251,13.15684,7.178916
0.632554,12.68442,6.362496
6.025938,0.383569,1.37204
6.184638,15.182739,1.931571
5.174348,0.864168,1.672085
7.861711,8.318274,15.025183
8.877602,8.33502,15.111391
7.714238,8.121401,14.034789
6.116948,13.294887,15.145513
6.301712,13.873793,0.318463
5.104483,13.218207,14.928251
13.598696,11.342956,13.884463
12.884683,11.747801,13.271935
13.211521,11.430524,14.836561
13.474823,7.46188,12.838627
13.073142,7.992598,12.028817
13.882267,8.071076,13.515429
6.003942,0.26827,9.753161
5.915586,0.123541,10.747554
5.565797,1.140607,9.540856
1.152301,4.203758,5.675416
1.919638,4.859515,5.780318
0.315895,4.733966,5.406348
7.432437,2.303868,5.750328
7.863194,2.546083,4.859633
8.109156,1.956452,6.421458
3.824877,9.89511,0.938317
3.237101,10.657078,1.085143
3.43553,9.394098,0.148241
6.80257,10.11554,1.481678
7.17201,9.385417,0.867988
5.805797,10.17305,1.196648
10.916826,3.442408,7.891921
9.985883,3.795277,8.11722
10.974558,2.529084,8.296934
6.080567,6.267057,0.268649
6.971631,6.666158,0.18365
6.285755,5.291925,0.652297
13.295951,8.599167,2.415137
12.999145,9.57314,2.474109
14.238988,8.505514,2.71389
9.764044,15.060778,11.898239
10.61535,14.595246,11.659321
9.358296,14.318408,12.430418
12.982593,11.167972,2.608305
12.064675,11.357824,2.965791
12.909065,11.543342,1.680491
0.620442,13.15011,4.576613
15.291685,13.456972,4.358253
1.075196,12.718769,3.762785
0.24598,10.255062,1.947304
15.051264,10.762858,2.070316
1.006,10.870151,2.225171
12.545343,5.354564,6.863326
12.33043,5.991718,7.597168
11.784855,4.590509,6.891557
13.850677,13.625961,3.533177
13.781006,14.303775,2.754211
13.396771,12.755248,3.367675
10.477321,12.067266,3.134091
