-0.271826,-0.0,-2.700351
-0.080725,-0.0,2.595608
0.323944,0.0,-0.129585
-3.732393,-0.0,4.980741
1.883497,2.290012,-2.366305
1.883497,-2.290012,-2.366305
-0.277798,-0.0,-2.654368
-0.076952,0.0,2.607554
0.326536,0.0,-0.125879
-3.739002,-0.0,4.916304
1.886498,2.294249,-2.367418
1.886498,-2.294249,-2.367418
-0.283333,-0.0,-2.611837
-0.073404,0.0,2.618621
0.329008,-0.0,-0.122537
-3.742049,-0.0,4.862011
1.885788,2.297879,-2.365965
1.885788,-2.297879,-2.365965
-0.288578,-0.0,-2.574701
-0.070049,-0.0,2.626629
0.331423,0.0,-0.119479
-3.736903,0.0,4.819012
1.883091,2.298843,-2.363582
1.883091,-2.298843,-2.363582
-0.293382,-0.0,-2.541371
-0.066889,-0.0,2.631797
0.333725,0.0,-0.11676
-3.735404,0.0,4.774386
1.884427,2.302308,-2.363404
1.884427,-2.302308,-2.363404
-0.297761,-0.0,-2.510383
-0.063944,0.0,2.63439
0.33589,0.0,-0.114359
-3.743391,-0.0,4.731264
1.88705,2.306009,-2.363543
1.88705,-2.306009,-2.363543
-0.301816,0.0,-2.481557
-0.061213,-0.0,2.634362
0.337954,-0.0,-0.112203
-3.743596,-0.0,4.707347
1.884956,2.308061,-2.360887
1.884956,-2.308061,-2.360887
-0.305666,0.0,-2.456575
-0.058697,-0.0,2.63304
0.339965,0.0,-0.110213
-3.738028,-0.0,4.682023
1.882452,2.307683,-2.357296
1.882452,-2.307683,-2.357296
-0.309147,-0.0,-2.433997
-0.056331,0.0,2.630706
0.341855,-0.0,-0.108491
-3.740486,0.0,4.650214
1.885725,2.312722,-2.358911
1.885725,-2.312722,-2.358911
-0.312297,0.0,-2.413107
-0.054119,0.0,2.626861
0.343634,-0.0,-0.107001
-3.747597,-0.0,4.622338
1.887055,2.315824,-2.358241
1.887055,-2.315824,-2.358241
-0.315266,-0.0,-2.39343
-0.052072,0.0,2.62087
0.345378,-0.0,-0.105629
-3.745306,0.0,4.619887
1.884576,2.317037,-2.355466
1.884576,-2.317037,-2.355466
-0.318059,-0.0,-2.3755
-0.050202,0.0,2.613381
0.347063,0.0,-0.104395
-3.740622,0.0,4.60121
1.883464,2.317346,-2.352603
1.883464,-2.317346,-2.352603
-0.320561,0.0,-2.360312
-0.048467,0.0,2.606643
0.348631,-0.0,-0.103372
-3.746791,0.0,4.580497
1.886743,2.321086,-2.353367
1.886743,-2.321086,-2.353367
-0.322819,0.0,-2.34705
-0.046863,-0.0,2.599766
0.350121,0.0,-0.10251
-3.751593,0.0,4.5672
1.886594,2.323634,-2.351656
1.886594,-2.323634,-2.351656
-0.324988,-0.0,-2.33346
-0.045403,0.0,2.591785
0.351604,0.0,-0.101699
-3.747448,0.0,4.567578
1.884094,2.324034,-2.349114
1.884094,-2.324034,-2.349114
-0.280874,0.0,-2.455131
-0.075094,-0.0,2.345806
0.326769,0.0,-0.124593
-3.731236,-0.0,4.983731
1.883175,2.288914,-2.366975
1.883175,-2.288914,-2.366975
-0.28698,-0.0,-2.408596
-0.071206,0.0,2.357703
0.32942,0.0,-0.120804
-3.737918,-0.0,4.919146
1.886199,2.293218,-2.368064
1.886199,-2.293218,-2.368064
-0.29264,-0.0,-2.365559
-0.067544,0.0,2.368863
0.331947,-0.0,-0.117384
-3.741038,-0.0,4.864546
1.885508,2.296913,-2.366589
1.885508,-2.296913,-2.366589
-0.298004,0.0,-2.327952
-0.064078,-0.0,2.377027
0.334414,-0.0,-0.114253
-3.735962,0.0,4.821083
1.882828,2.297934,-2.364182
1.882828,-2.297934,-2.364182
-0.302921,-0.0,-2.294185
-0.06081,-0.0,2.382146
0.336766,-0.0,-0.111465
-3.734523,-0.0,4.776044
1.88418,2.301451,-2.36398
1.88418,-2.301451,-2.36398
-0.307405,-0.0,-2.262793
-0.057762,-0.0,2.384541
0.338978,0.0,-0.109002
-3.742568,-0.0,4.732517
1.886819,2.305199,-2.364093
1.886819,-2.305199,-2.364093
-0.311559,0.0,-2.233592
-0.05493,0.0,2.384208
0.341087,-0.0,-0.106788
-3.742834,0.0,4.708214
1.884738,2.307294,-2.361408
1.884738,-2.307294,-2.361408
-0.315503,0.0,-2.208271
-0.052321,0.0,2.382325
0.34314,-0.0,-0.104744
-3.737319,-0.0,4.682745
1.882246,2.306953,-2.357791
1.882246,-2.306953,-2.357791
-0.319071,-0.0,-2.185383
-0.049867,-0.0,2.379499
0.34507,-0.0,-0.10297
-3.739823,-0.0,4.650727
1.88553,2.312028,-2.35938
1.88553,-2.312028,-2.35938
-0.322305,-0.0,-2.164201
-0.047572,0.0,2.375241
0.346888,-0.0,-0.101432
-3.746982,-0.0,4.622555
1.886871,2.315163,-2.358681
1.886871,-2.315163,-2.358681
-0.325353,0.0,-2.144244
-0.045447,-0.0,2.368926
0.34867,0.0,-0.100015
-3.744741,-0.0,4.619721
1.884402,2.316408,-2.355876
1.884402,-2.316408,-2.355876
-0.328222,-0.0,-2.126046
-0.043507,0.0,2.360818
0.350392,-0.0,-0.098739
