-0.6916 0.0665 -2.3734 -0.6939 -0.7459 -0.3110 0.8090 -0.7792 -0.9611 2.6058 0.3704
-0.4321 0.0817 -0.1934 -0.4328 -0.5684 -0.2851 0.4890 -0.6130 2.1805 0.5358 1.3740
-0.2244 0.1448 -2.0334 -0.2243 -0.4354 -0.3157 0.4903 -0.4956 -1.0096 2.6124 0.3118
-0.5707 0.1266 -1.2210 -0.5686 -0.7076 -0.3541 2.0021 -0.7531 2.1320 0.5292 1.4302
0.2807 0.2463 -1.6857 0.2705 0.0728 -0.3263 0.1624 0.0086 -1.0584 2.6167 0.2524
-0.6273 0.1906 -1.9546 -0.6202 -0.8006 -0.4344 2.9367 -0.8527 2.0832 0.5248 1.4873
0.7553 0.3722 -2.3759 0.7198 0.7521 -0.3606 1.2297 0.7034 -1.1078 2.6190 0.1924
-0.5948 0.2728 -1.5758 -0.5800 -0.8506 -0.5205 2.1744 -0.9170 2.0338 0.5226 1.5453
1.1320 0.5043 -3.3846 1.0629 1.4604 -0.4049 2.7898 1.4386 -1.1577 2.6191 0.1321
-0.4762 0.3652 -0.5290 -0.4522 -0.8491 -0.5955 0.4368 -0.9361 1.9839 0.5224 1.6042
1.3605 0.6142 -3.6186 1.2655 1.9589 -0.4437 3.5238 1.9570 -1.2082 2.6172 0.0722
-0.2846 0.4529 -0.2917 -0.2527 -0.7767 -0.6400 -0.1096 -0.8855 1.9334 0.5244 1.6640
1.4135 0.6677 -3.5621 1.3170 2.0311 -0.4639 3.3442 2.0274 -1.2593 2.6133 0.0133
-0.0425 0.5174 -0.5551 -0.0081 -0.6118 -0.6422 0.6972 -0.7358 1.8823 0.5283 1.7249
1.2852 0.6423 -3.0523 1.2148 1.6370 -0.4584 2.5329 1.6075 -1.3111 2.6077 -0.0441
0.2200 0.5374 -0.9030 0.2491 -0.3450 -0.5940 1.6356 -0.4711 1.8305 0.5339 1.7872
0.9902 0.5383 -2.3124 0.9607 0.9454 -0.4259 1.2868 0.8784 -1.3637 2.6004 -0.0998
0.4689 0.4948 -0.9277 0.4855 0.0045 -0.4931 1.6025 -0.1083 1.7779 0.5412 1.8511
0.5679 0.3787 -1.5031 0.5759 0.2090 -0.3671 -0.0492 0.1143 -1.4169 2.5916 -0.1539
0.6718 0.3836 0.3406 0.6721 0.3812 -0.3489 -0.6008 0.2941 1.7246 0.5500 1.9167
0.0799 0.1978 -0.8671 0.1102 -0.3841 -0.2874 -0.9620 -0.4793 -1.4704 2.5813 -0.2065
0.8022 0.2130 1.7363 0.7880 0.7017 -0.1707 -2.5595 0.6451 1.6712 0.5603 1.9837
-0.4013 0.0255 -0.8598 -0.3654 -0.7655 -0.1945 -0.7941 -0.8317 -1.5232 2.5695 -0.2575
0.8434 0.0076 0.5869 0.8219 0.8800 0.0324 -0.7181 0.8485 1.6184 0.5720 2.0509
-0.8121 -0.1216 -1.5803 -0.7816 -0.9615 -0.0930 0.3833 -0.9809 -1.5743 2.5565 -0.3065
0.7893 -0.1922 -1.2636 0.7703 0.8660 0.2252 2.0212 0.8494 1.5673 0.5851 2.1171
-1.1088 -0.2372 -2.4351 -1.0873 -1.0355 0.0118 1.6265 -1.0082 -1.6228 2.5422 -0.3530
0.6444 -0.3511 -1.5042 0.6363 0.6706 0.3723 2.0502 0.6585 1.5187 0.5994 2.1807
-1.2670 -0.3228 -2.7463 -1.2519 -1.0455 0.1164 2.1765 -0.9866 -1.6679 2.5269 -0.3966
0.4248 -0.4553 0.3445 0.4316 0.3588 0.4674 -1.0664 0.3430 1.4737 0.6147 2.2405
-1.2760 -0.3854 -2.7274 -1.2612 -1.0244 0.2199 2.0094 -0.9564 -1.7092 2.5109 -0.4372
0.1579 -0.5142 0.2019 0.1783 0.0139 0.5279 -0.9058 -0.0046 1.4324 0.6307 2.2956
-1.1360 -0.4354 -2.1448 -1.1151 -0.9735 0.3231 1.2747 -0.9189 -1.7464 2.4943 -0.4750
-0.1211 -0.5367 -1.6862 -0.0912 -0.2979 0.5500 1.7332 -0.3123 1.3952 0.6473 2.3458
-0.8575 -0.4832 -1.7180 -0.8265 -0.8637 0.4282 0.7080 -0.8376 -1.7799 2.4771 -0.5103
-0.3750 -0.5341 -2.7414 -0.3394 -0.5438 0.5337 3.0724 -0.5492 1.3617 0.6645 2.3912
-0.4639 -0.5384 -1.8742 -0.4241 -0.6414 0.5372 0.8964 -0.6455 -1.8099 2.4593 -0.5436
-0.5712 -0.5174 -1.4769 -0.5315 -0.7205 0.4907 1.2463 -0.7167 1.3317 0.6823 2.4321
0.0034 -0.6021 -2.0543 0.0435 -0.2483 0.6457 1.2045 -0.2687 -1.8368 2.4408 -0.5754
-0.6852 -0.4958 -0.2043 -0.6404 -0.8387 0.4406 -0.5968 -0.8301 1.3048 0.7008 2.4690
0.4840 -0.6637 -0.9150 0.5103 0.3360 0.7387 -0.0499 0.3230 -1.8608 2.4215 -0.6062
-0.7017 -0.4675 -0.1819 -0.6493 -0.9085 0.3865 -0.5550 -0.9032 1.2808 0.7200 2.5022
