-2.7441 0.3633 -1.0308
0.2123 -1.6680 0.8725
2.5479 1.3035 0.2357
-2.3768 2.0726 -1.6992
0.4773 -3.1340 1.6891
1.9137 1.0644 0.0726
-2.3664 4.1089 -2.6934
0.8728 -5.0607 2.7897
1.5082 0.9572 -0.0505
-2.7130 6.2806 -3.9000
1.3861 -7.2562 4.0830
1.3426 0.9803 -0.1548
-3.3761 8.2392 -5.1087
1.9557 -9.3677 5.3788
1.4384 1.1312 -0.2587
-4.2353 9.3820 -5.9415
2.4267 -10.7919 6.3206
1.8300 1.4104 -0.3811
-5.1112 9.1034 -5.9807
2.5943 -10.9163 6.5145
2.5425 1.8124 -0.5461
-5.9047 7.3493 -5.1113
2.3779 -9.6629 5.8693
3.5551 2.3118 -0.7764
-6.6332 4.6984 -3.6020
1.8942 -7.5587 4.6672
4.7697 2.8590 -1.0869
-7.3089 1.9213 -1.8708
1.3432 -5.2933 3.3196
5.9979 3.3704 -1.4716
-7.8106 -0.4775 -0.2135
0.8488 -3.2644 2.0783
6.9949 3.7403 -1.8880
-7.9841 -2.1741 1.1322
0.4899 -1.7007 1.0963
7.5285 3.8723 -2.2527
-7.7128 -3.0636 2.0246
0.2842 -0.6503 0.4175
7.4639 3.7113 -2.4691
-7.0184 -3.2366 2.4311
0.2124 -0.0479 0.0122
6.8416 3.2817 -2.4747
-6.0462 -2.8873 2.4108
0.2415 0.2113 -0.1772
5.8408 2.6730 -2.2703
-5.0100 -2.1788 2.0441
0.3592 0.1746 -0.1752
4.6877 2.0005 -1.9110
-4.1096 -1.2306 1.4174
0.5684 -0.1439 0.0190
3.5789 1.3704 -1.4849
-3.4850 -0.0879 0.5879
0.8889 -0.7679 0.4311
2.6363 0.8505 -1.0728
-3.2323 1.2916 -0.4476
1.3678 -1.7730 1.1238
1.9092 0.4722 -0.7336
-3.3953 2.9317 -1.6865
2.0405 -3.1873 2.1295
1.4025 0.2417 -0.5015
-3.9613 4.7549 -3.0580
2.9014 -4.9320 3.4059
1.1115 0.1569 -0.4048
